new2kid,option_choice,option_hectares,farm_payment,farm_costs,farm_net,benefits_total,benefits_ghg_farm,benefits_ghg_dispfood,benefits_ghg_forestry,benefits_ghg_soil_forestry,benefits_rec,benefits_flooding,benefits_totn,benefits_totp,benefits_water_non_use,benefits_water_rec,benefits_pollination_yield,benefits_pollination_non_use,costs_total,costs_farm,costs_forestry,costs_timber,costs_rec,env_out_ghg,env_out_sng_rec,env_out_wood_rec,env_out_sng_norec,env_out_wood_norec,env_out_flood,env_out_tot_n,env_out_tot_p,env_out_pollinators,es_out_ghg,es_out_rec,es_out_flood,es_out_tot_n,es_out_tot_p,es_out_water_non_use,es_out_water_rec,es_out_poll_yield,es_out_poll_non_use,bcr
125598,2,96.4844595383517,1238497,1238497.25111582,-0.251115818042308,3080426.13719018,1529453.71209046,-899396.329875786,0,0,2218775.25160965,0,43.2620002106489,39.8462215465338,-1.78983514553802e-09,0,85990.6944020961,145519.700742,1076954.13140506,1049572.22195524,0,-0,27381.9094498198,158.550309714324,96.4844595383517,0,0,0,-0.00719721634808371,-0.0192099824948084,-0.0142054068167917,45.1903947691768,630057.382214675,2218775.25160965,0,43.2620002106489,39.8462215465338,-1.78983514553802e-09,0,85990.6944020961,145519.700742,2.48722938948595
125600,2,64.5329458063009,1182250,1182249.7211693,0.278830703347921,3105990.64403966,1303527.99765199,-810932.017703646,0,0,2305368.25580708,102519.522221703,0,0,1303.25099594651,163.821653958364,31875.6964072641,172164.117005373,1028043.23579939,1005557.72454345,0,-0,22485.511255938,122.281907989108,64.5329458063009,0,0,0,-0.00742700283774842,-0.00834339961246971,-0.00589516724065592,62.5525666302963,492595.97994834,2305368.25580708,102519.522221703,0,0,1303.25099594651,163.821653958364,31875.6964072641,172164.117005373,2.62718599622725
125654,3,36.8035597208811,860347,860346.927716753,0.0722832471365109,2033472.7798894,297245.536195203,-151722.084512788,353730.947370349,180637.862005521,678421.227352068,566156.166567581,30.777088252464,11.0827037001597,-2.57314795218665e-09,0,0,108961.265119514,748127.763231959,527074.715232949,273820.752290123,-69871.8429462366,17104.1386551232,106.16506843586,0,36.8035597208811,0,0,-0.0247628110303501,-0.101644587006831,-0.0353687526412464,19.4027769615126,679892.261058285,678421.227352068,566156.166567581,30.777088252464,11.0827037001597,-2.57314795218665e-09,0,0,108961.265119514,2.36354956766212
125660,3,11.7236770897981,310431,310431.2899397,-0.289939700334799,583521.335566141,86507.3002007575,-62580.7446911884,77121.1700648129,57659.9320653285,308233.195413197,110195.121374589,417.961517188697,155.763481825663,-7.74855978622066e-09,0,0,5811.63613963792,269940.252121479,169441.297397524,110439.048044193,-19813.211697908,9873.1183776686,25.1439861548675,0,11.7236770897981,0,0,-0.00857767216186214,-0.01808821117615,-0.00671211788265064,1.51930098948948,158707.657639711,308233.195413197,110195.121374589,417.961517188697,155.763481825663,-7.74855978622066e-09,0,0,5811.63613963792,1.8797134808255
125662,3,14.4626337846607,368752,368751.945358476,0.0546415235148743,792701.789381883,103798.425296901,-74187.8540922539,99375.0872360022,70946.639526327,429154.019454218,162726.172142225,383.433451030477,151.406870252945,-1.15495618221738e-08,0,0,354.459497192072,320653.86552911,209145.030816018,128549.176155331,-27950.5013901498,10910.1599479118,31.0018811962866,0,14.4626337846607,0,0,-0.0110058211148511,-0.0231360051922481,-0.00878647994253296,0.13443022100049,199932.297966976,429154.019454218,162726.172142225,383.433451030477,151.406870252945,-1.15495618221738e-08,0,0,354.459497192072,2.14968810848994
125667,3,28.3041243310315,669312,669312.478443162,-0.478443161700852,1424415.16160685,189527.90534223,-117501.575589059,279113.819441895,138659.13208587,822511.801989509,25954.6440903359,212.012592270084,67.1584091322492,14132.4142035136,2521.54933828063,6957.52226867127,62258.7774341992,582010.850820141,407600.476899239,218913.740699672,-59565.0298578993,15061.6630791285,71.9635487497075,0,28.3041243310315,0,0,-0.0149438735206161,-0.0520103236808613,-0.015619484775239,7.32108162148757,489799.281280936,822511.801989509,25954.6440903359,212.012592270084,67.1584091322492,14132.4142035136,2521.54933828063,6957.52226867127,62258.7774341992,2.12817813158415
126216,4,55.8174627020811,1097988,1097987.51280052,0.487199479481205,2403893.20068264,961731.636450136,-556886.593432518,666296.722140045,208248.535917975,998192.93798252,27606.7307026942,0.646302429823367,1.31845227424052,-1.2837731987048e-11,0,9800.1508509971,88901.1153160818,954771.750261322,617076.699536542,393935.424289274,-77187.7133802871,20947.339815794,204.478569651231,0,55.8174627020811,0,0,-0.0119033910747216,-0.00576751915503982,-0.00201862351740143,9.40774184467726,1279390.30107564,998192.93798252,27606.7307026942,0.646302429823367,1.31845227424052,-1.2837731987048e-11,0,9800.1508509971,88901.1153160818,2.18936199729199
126228,2,62.4710658204491,873143,873142.825284143,0.174715857021511,1747997.50153953,1101746.64011793,-663293.017220588,0,0,1089700.8857758,0,37.9890125708859,16.8849380158706,-5.65806936403888e-11,0,45899.6781050331,173888.440810773,759254.630681864,737123.133703429,0,-0,22131.4969784346,109.393621436553,62.4710658204491,0,0,0,-0.00173979038700496,-0.00828304296193645,-0.0039885944508088,22.6922975858562,438453.62289734,1089700.8857758,0,37.9890125708859,16.8849380158706,-5.65806936403888e-11,0,45899.6781050331,173888.440810773,2.00196016178282
126230,2,69.0567599812413,923169,923168.527355478,0.472644522087649,1925813.4084269,1173928.11299069,-701591.322174656,0,0,1062280.6182019,0,25.8697013684038,9.39225443926159,-6.8073138260795e-10,0,165219.026690749,225941.710762409,802755.241178676,779512.317639001,0,-0,23242.9235396754,117.752977627301,69.0567599812413,0,0,0,-0.00194698513397444,-0.000914265897876294,-0.000387370700922858,33.8224666841687,472336.79081603,1062280.6182019,0,25.8697013684038,9.39225443926159,-6.8073138260795e-10,0,165219.026690749,225941.710762409,2.08608977167441
126245,2,73.0039072397925,899036,899035.903857149,0.0961428509326652,2275800.21109109,1124336.31205918,-650776.250425169,0,0,1693109.93076493,0,28.9701747893767,27.270420853766,-2.49730647203503e-09,0,10940.5459199693,98133.4321765384,781770.35118013,757886.601631072,0,-0,23883.7495490575,119.275292517456,73.0039072397925,0,0,0,-0.00510270303236566,-0.0176586684098141,-0.0131215276284342,56.314322303421,473560.061634007,1693109.93076493,0,28.9701747893767,27.270420853766,-2.49730647203503e-09,0,10940.5459199693,98133.4321765384,2.53137828862369
126276,3,54.4193864749447,1215545,1215544.6704317,0.329568300396204,2919758.47879558,389474.40443895,-240704.510383592,635309.825166778,267353.880875701,930450.146643949,915264.43871245,0,0,9789.05890348051,1232.07092034468,78.9191810660676,11510.244336455,1056995.36559278,756620.011733223,388464.388700973,-108778.725935585,20689.6910941718,147.892791589774,0,54.4193864749447,0,0,-0.0492131994128286,-0.187801604969374,-0.0703390969004806,42.2628859925132,1051433.60009784,930450.146643949,915264.43871245,0,0,9789.05890348051,1232.07092034468,78.9191810660676,11510.244336455,2.40201595070161
126304,3,33.781333283366,790652,790651.843327864,0.156672135693952,1768176.27046003,273455.942700445,-130703.702603391,326443.363690553,165662.160386263,369050.43135959,724023.740458062,41.7030386362123,14.0752030700845,-1.24044761901495e-09,0,0,40188.5562268021,687523.34202423,482573.646810393,254174.94209607,-65633.203976718,16407.9570944846,100.104512469422,0,33.781333283366,0,0,-0.0205957101106252,-0.119646823526663,-0.0423760844127443,9.55956454616289,634857.76417387,369050.43135959,724023.740458062,41.7030386362123,14.0752030700845,-1.24044761901495e-09,0,0,40188.5562268021,2.23635211250971
126311,3,12.3370032337888,328236,328236.226680029,-0.22668002860155,1335973.52736578,90164.3013207082,-64691.5082075046,77719.8304810287,59849.5048660721,200912.461553601,967561.028479244,296.707897427517,109.159877916734,3287.03694148408,644.007046051537,0,120.997109746383,285422.805808721,178320.436002447,113929.172893936,-16941.8709010877,10115.0678134251,25.7756858621834,0,12.3370032337888,0,0,-0.00885679397580302,-0.0168461294576536,-0.00599346525203086,0.844200366457924,163042.128460304,200912.461553601,967561.028479244,296.707897427517,109.159877916734,3287.03694148408,644.007046051537,0,120.997109746383,4.07016149162729
126312,3,10.7008790292238,291227,291227.112976957,-0.112976956705097,1414869.49438381,79911.6984712186,-57528.0048048541,66916.1577423561,51813.6396783675,40913.828337812,1230141.4850444,151.333651661354,56.7919682395392,1734.00120315932,339.731196386696,0,418.831895063736,253240.967806049,154573.424067195,103298.957159792,-14086.5159043398,9455.10248340182,22.3793633891894,0,10.7008790292238,0,0,-0.00743153224273678,-0.014225539092659,-0.00474136019753256,2.29638593165746,141113.491087088,40913.828337812,1230141.4850444,151.333651661354,56.7919682395392,1734.00120315932,339.731196386696,0,418.831895063736,4.85830467087122
126313,3,12.9615495039352,333760,333760.420357627,-0.420357627444901,2233818.90055836,87651.1785101838,-59869.3681029409,90744.1752191862,63447.1249917384,81822.573832794,1967710.49573166,20.2218708228377,7.33453571589915,1313.90016044506,233.816889022781,0,737.446919733178,290226.452484893,187561.054755505,118793.286057738,-26483.2273197429,10355.3389913935,27.9042509495341,0,12.9615495039352,0,0,-0.00814789998425746,-0.0170018851521904,-0.0049487115923167,0.990231790398015,181973.110618167,81822.573832794,1967710.49573166,20.2218708228377,7.33453571589915,1313.90016044506,233.816889022781,0,737.446919733178,6.6928898027276
126319,3,31.170513726801,732108,732108.12403415,-0.124034150037915,1370423.10639446,197137.389643903,-117232.83884956,309134.671955615,153221.76773135,562817.417539036,163305.681111183,171.663750513198,53.4793700926859,25044.1422605003,4518.68794669483,15131.1882953183,57119.8556398148,636615.760029696,450658.837925003,237663.907862281,-67488.0105092189,15781.0247516305,79.7286039509301,0,31.170513726801,0,0,-0.018047045953377,-0.046162166094917,-0.014527818612311,7.81935985516757,542260.990481309,562817.417539036,163305.681111183,171.663750513198,53.4793700926859,25044.1422605003,4518.68794669483,15131.1882953183,57119.8556398148,1.87188653367326
126865,4,85.9128906247061,1589764,1589763.9896135,0.0103864960838109,3223074.62417323,1441616.98976434,-832503.77196397,1120113.30550884,366212.708542531,874436.757431009,173200.390237651,0,0,-4.9652061176233e-10,0,36089.5166555122,43908.7279973152,1382403.46922913,905379.26981918,588323.971346465,-137166.500161446,25866.7282249343,320.723733619011,0,85.9128906247061,0,0,-0.0226814721887493,-0.040615153930455,-0.0133510128749957,7.36882883730371,2095439.23185174,874436.757431009,173200.390237651,0,0,-4.9652061176233e-10,0,36089.5166555122,43908.7279973152,2.02739187965838
126926,3,46.8009460899243,1054735,1054735.32505573,-0.32505572703667,2079568.66820908,338882.540524593,-202598.165187093,451951.875475442,229534.436265798,658942.423250915,487443.755387942,342.447196593124,95.318233761005,8236.90459819127,1245.89859375732,16686.4451336905,88804.7887354936,917161.152222371,649629.97895545,338976.240723146,-90668.5620255419,19223.4945693171,121.319948669715,0,46.8009460899243,0,0,-0.039483512409387,-0.0787098651331638,-0.0266798074950721,18.5918643370468,817770.687078739,658942.423250915,487443.755387942,342.447196593124,95.318233761005,8236.90459819127,1245.89859375732,16686.4451336905,88804.7887354936,1.97165038441797
126950,1,29.2828964513019,501101,501101.393070036,-0.393070036487188,3160893.53629015,213810.690049404,-142549.310689446,0,0,2754135.49223156,0,18.1775063422256,9.43786766996793,-3.68327067816497e-09,0,0,335469.049324627,435740.341800032,420429.11194242,0,-0,15311.2298576116,18.5673554507456,29.2828964513019,0,0,0,-0.00315904383690293,-0.0207384916542902,-0.0116633464060235,18.368929070885,71261.3793599581,2754135.49223156,0,18.1775063422256,9.43786766996793,-3.68327067816497e-09,0,0,335469.049324627,6.30789708320309
126954,3,30.6722360537986,726801,726800.580887646,0.41911235358566,2105746.15532029,244746.518245735,-153747.593959708,298763.74116116,150559.266797066,899900.33339421,506373.199241071,34.3715741763853,12.0239708638127,-1.84849620607326e-09,0,0,159104.294895717,632000.505119693,443448.030676178,234289.017833719,-61394.9704311887,15658.427040984,80.9224704069674,0,30.6722360537986,0,0,-0.0196716551364292,-0.0934591017088726,-0.0331729128836677,10.5179124149447,540321.932244253,899900.33339421,506373.199241071,34.3715741763853,12.0239708638127,-1.84849620607326e-09,0,0,159104.294895717,2.89728021194287
126958,3,17.326175063997,426898,426898.337599628,-0.33759962831391,801365.881759331,113629.78291503,-80188.5723862945,172994.489945438,85513.0742217902,333863.792130516,164545.499578203,694.529780787616,225.681566385652,-2.2350908066597e-09,0,0,10087.6040074777,371215.945738807,250756.756055674,147330.254528512,-38764.918693646,11893.8538482671,41.5478649861937,0,17.326175063997,0,0,-0.0137237533027806,-0.0187247290277134,-0.00572587349201449,1.82608441953407,291948.774695963,333863.792130516,164545.499578203,694.529780787616,225.681566385652,-2.2350908066597e-09,0,0,10087.6040074777,1.87718349994455
126960,7,9.01935523507344,241299,241298.975032855,0.0249671446799766,1388328.44721781,61247.2507213256,-40231.5428815895,57332.3179057871,39763.3926711482,0,1264342.24952243,257.713287168274,82.0195919357736,4614.4070715027,904.069750445326,0,16.5695776506633,209825.195680744,130383.852660422,92455.6949055465,-13014.351885225,0,18.8150511296616,0,0,0,9.01935523507344,-0.00588728001341134,-0.00962853507938019,-0.00283135347942953,3.19182913463151,118111.418416671,0,1264342.24952243,257.713287168274,82.0195919357736,4614.4070715027,904.069750445326,0,16.5695776506633,5.753560716032
126961,4,132.528597238858,2636588,2636587.98960968,0.0103903161361814,5997120.81099744,1947082.2489488,-1188603.3913908,889185.823082154,-177614.299773975,73928.4333671827,4392569.75535611,1933.69395013283,499.108900795759,48585.1674924069,9554.27106463708,0,0,2292685.20835625,1602323.22248785,897136.737853143,-238779.553398136,32004.8014133924,270.617128234971,0,132.528597238858,0,0,-0.0797453038676189,-0.114005429697978,-0.0285238069878343,29.3926309007184,1470050.38086618,73928.4333671827,4392569.75535611,1933.69395013283,499.108900795759,48585.1674924069,9554.27106463708,0,0,2.27457638849811
126962,7,7.83322621373892,210063,210063.178196184,-0.178196183755063,1589122.07949363,59130.1083039091,-35146.3172728799,54840.6386022937,36714.2881365812,0,1470456.54275403,59.0505529212601,17.4046654279565,2550.63498842569,499.728762922835,0,0,182663.633214073,113341.012855494,85327.5826049855,-16004.9622464069,0,18.5734860849019,0,0,0,7.83322621373892,-0.00503125906203941,-0.008761959732865,-0.00246633760921901,4.92998400767353,115538.717769904,0,1470456.54275403,59.0505529212601,17.4046654279565,2550.63498842569,499.728762922835,0,0,7.56497850403751
126963,7,8.16027966464018,217190,217189.965144822,0.034855178266298,1611049.33821293,56618.814375525,-39752.8593314543,57130.349076,39944.7831212447,0,1483777.80068319,0,0,-2.87179748449534e-09,0,0,13330.4502884192,188860.839256367,118072.219072126,87461.8228199081,-16673.2026356671,0,17.4915885266045,0,0,0,8.16027966464018,-0.00521590381960857,-0.0100521487024922,-0.00282478735171419,4.55623024931773,113941.087241315,0,1483777.80068319,0,0,-2.87179748449534e-09,0,0,13330.4502884192,7.41769574203659
126964,7,8.50027155203349,230964,230964.204903408,-0.204903407604434,918922.25480603,57387.0026334976,-38824.1704141977,53155.0268417523,23618.371022939,0,820934.654742102,198.238231701117,61.8924732633307,2031.46859570855,359.770679264018,0,0,200838.439046441,122985.407762028,89042.692440466,-11189.6611560529,0,13.6809818016397,0,0,0,8.50027155203349,-0.00515302285231761,-0.0110729308067757,-0.00330548394252135,0.142124033019523,95336.2300839913,0,820934.654742102,198.238231701117,61.8924732633307,2031.46859570855,359.770679264018,0,0,3.97863846662696
126965,7,4.9731424699169,150247,150246.641465846,0.358534154191148,498077.884347739,56357.4413028978,-13178.2773563104,32070.5807582409,-1648.66381776359,0,422062.931860081,180.480899035645,56.3484103053701,1849.49833021565,327.543961036396,0,0,130649.253448562,71974.8628045653,66352.3601449047,-7677.96950090834,0,12.6229471351906,0,0,0,4.9731424699169,-0.00304174816302236,-0.00621543328665345,-0.00189027313583371,0.0831660532257796,73601.0808870648,0,422062.931860081,180.480899035645,56.3484103053701,1849.49833021565,327.543961036396,0,0,3.31506042947772
126966,7,6.45603817049154,184848,184847.782164605,0.217835395014845,486211.171487453,72679.9310906463,-16747.8772615189,40371.7552013688,-2440.21820865372,0,388883.141545179,220.266527409231,68.7318764847302,2691.29031014571,476.633462417542,0,7.516943974585,160737.201882265,93436.386428304,75799.4709493921,-8498.65549543089,0,16.1522900574991,0,0,0,6.45603817049154,-0.0038467310457779,-0.00880514820044832,-0.00265722494365108,0.100754400887849,93863.5908218425,0,388883.141545179,220.266527409231,68.7318764847302,2691.29031014571,476.633462417542,0,7.516943974585,2.63032963022296
127444,2,48.3291398240971,469888,469887.66985006,0.330149940389674,1021428.99321058,650726.082614635,-381605.672347072,0,0,728611.409022964,0,0,0,-1.08591155631248e-10,0,2908.67842536426,20788.4954946873,408597.973782661,389071.30986849,0,-0,19526.6639141708,68.5171734849715,48.3291398240971,0,0,0,-0.000558804477293691,-0.00543780186339203,-0.00231515799785118,3.83775872224488,269120.410267563,728611.409022964,0,0,0,-1.08591155631248e-10,0,2908.67842536426,20788.4954946873,2.17377118209143
127512,4,103.774868924333,1884811,1884811.1084246,-0.108424598816782,4363558.04886511,1725788.53684607,-970124.046944388,1366766.85323835,435616.634821326,1420889.01858415,263955.7394685,53.7315988222976,17.4733985024971,2.42035286251764e-11,0,0,120594.10785378,1638966.18123878,1081904.52455394,704806.86078008,-176124.077199495,28378.8731042511,389.921005863255,0,103.774868924333,0,0,-0.0228108293091367,-0.0535418666600286,-0.0182412005786788,24.384180834236,2558047.97796136,1420889.01858415,263955.7394685,53.7315988222976,17.4733985024971,2.42035286251764e-11,0,0,120594.10785378,2.31511703235237
127516,4,55.3769622146796,1046713,1046713.01099227,-0.010992267052643,2326310.34797528,929041.190545522,-535889.851829474,720962.365105321,235766.629825134,775664.540220485,112179.195250002,0,0,-4.04863339476794e-10,0,32833.124935073,55753.1539232192,910185.226949797,585702.987934613,391205.572648202,-87589.8462471693,20866.5126141514,206.598848615598,0,55.3769622146796,0,0,-0.0149112990113853,-0.0286623307889506,-0.00934304082923,11.856874706498,1349880.3336465,775664.540220485,112179.195250002,0,0,-4.04863339476794e-10,0,32833.124935073,55753.1539232192,2.22249112027393
127541,2,108.56679585352,1719691,1719691.02306897,-0.0230689719319344,5076037.93561422,1972381.09117958,-1168094.2084754,0,0,3884000.17522307,0,142.921072760613,58.9532971319743,-1.17527891371478e-09,0,22203.0481834759,365345.955133606,1495383.49832085,1466368.31040208,0,-0,29015.1879187682,200.672010156279,108.56679585352,0,0,0,-0.00578245795422528,-0.0149842665002986,-0.00832890570523058,78.0889413590178,804286.88270418,3884000.17522307,0,142.921072760613,58.9532971319743,-1.17527891371478e-09,0,22203.0481834759,365345.955133606,2.95171512534183
127594,1,33.1294631720694,558386,558386.02109573,-0.0210957298986614,1573941.40520956,246807.654685653,-154098.534656457,0,0,1178537.61670555,63564.6459411313,6.96361842030449,3.91981258813519,-3.23592371777094e-09,0,0,239119.139102679,485553.061822374,469299.29959828,0,-0,16253.7622240941,23.9689000633005,33.1294631720694,0,0,0,-0.00425990719563154,-0.0233346859194472,-0.0135186507474623,26.2006137572919,92709.1200291956,1178537.61670555,63564.6459411313,6.96361842030449,3.91981258813519,-3.23592371777094e-09,0,0,239119.139102679,2.81873364520163
127605,3,20.7329488137021,504451,504450.854853468,0.145146531576756,1149796.57209338,134755.232209998,-90474.6414915212,204452.625490386,101568.684989731,399382.642310575,347863.90927756,3869.81111319553,1235.19764723226,-2.59235755114313e-09,0,0,47143.1105462282,438652.917263886,299814.459868048,169506.809756754,-43631.7584210336,12963.4060601165,50.3674493157192,0,20.7329488137021,0,0,-0.0169640132738571,-0.042569181157065,-0.0132366254937056,6.33532743321507,350301.901198594,399382.642310575,347863.90927756,3869.81111319553,1235.19764723226,-2.59235755114313e-09,0,0,47143.1105462282,2.27930279074357
127607,1,18.6449138199664,324107,324106.729437968,0.270562031888403,1133048.21272434,116333.075257821,-72108.5249736339,0,0,973460.636864851,0,274.738624291744,127.523384431599,-2.63439499596912e-09,0,0,114960.763566577,281831.938641711,269512.577721981,0,-0,12319.3609197307,12.4765820344932,18.6449138199664,0,0,0,-0.00303828110461885,-0.00590905848302283,-0.00276061857494905,9.9462123385898,44224.5502841871,973460.636864851,0,274.738624291744,127.523384431599,-2.63439499596912e-09,0,0,114960.763566577,3.49590787216671
127609,3,15.7791071672711,402320,402319.557514322,0.442485677951481,1434537.70212292,107917.283934531,-61283.6803719091,103798.765352977,77605.5362449476,70349.0248744677,1130700.70596937,508.832903276586,162.67127056843,3818.3751629358,748.108571084287,0,212.07821067119,349843.093490715,228300.367814189,136836.221331718,-26666.9568186224,11373.4611634294,37.0326880133596,0,15.7791071672711,0,0,-0.0117259249408365,-0.0165239850963064,-0.00493047994551234,0.875384153237548,228037.905160546,70349.0248744677,1130700.70596937,508.832903276586,162.67127056843,3818.3751629358,748.108571084287,0,212.07821067119,3.56566340754354
127610,4,146.297064475909,3331034,3331033.86946903,0.130530966911465,7668464.47962315,2634233.147119,-1615390.33989419,1224144.92546566,-36775.9026550315,530031.811399205,4865102.76106917,2106.79150551415,543.214903014804,53873.791889545,10594.2788212679,0,0,2896551.19084264,2177252.1145993,988895.764250243,-303197.381515308,33600.6935083992,412.040265279829,0,146.297064475909,0,0,-0.0880511923358001,-0.125618712091451,-0.0314169500968795,30.7360455053588,2206211.83003543,530031.811399205,4865102.76106917,2106.79150551415,543.214903014804,53873.791889545,10594.2788212679,0,0,2.3021273513339
127612,4,123.649455276478,2862818,2862817.92538308,0.0746169150806963,6615278.91534201,2355025.1663271,-1391231.82133537,1245985.23332977,-133811.852285553,816208.656154745,3632635.11848702,261.399173333833,67.3991357089864,6684.36559926464,1314.48020304777,0,82140.7705529449,2489406.89163747,1905616.3308681,841789.733183475,-288930.436649183,30931.2642350701,374.463167920931,0,123.649455276478,0,0,-0.0732446467913503,-0.124170652279896,-0.0309614527387869,74.6040055281098,2075966.72603595,816208.656154745,3632635.11848702,261.399173333833,67.3991357089864,6684.36559926464,1314.48020304777,0,82140.7705529449,2.31075776222659
127613,7,7.72082954650094,211233,211232.521940002,0.478059998247772,1317911.07291303,57080.2607890255,-40750.9719178277,49907.2966027008,37751.5161177186,0,1213922.97132141,0,0,-2.15953027210159e-09,0,0,0,183680.453860871,111538.753660501,84205.8594911476,-12064.159290777,0,16.4831732142951,0,0,0,7.72082954650094,-0.0048858490919515,-0.00791016355959827,-0.00222022128123091,2.6488354637509,103988.101591617,0,1213922.97132141,0,0,-2.15953027210159e-09,0,0,0,6.23913438200011
127614,7,6.20331041464606,178975,178975.130530099,-0.130530098627787,1040815.54254953,45011.0047878084,-31644.3372233749,38791.3644381574,27125.3573604131,0,961532.153186525,0,0,-3.23494737309525e-10,0,0,0,155630.548287042,89634.2990583013,74162.2167699896,-8165.96754124853,0,12.4072585229091,0,0,0,6.20331041464606,-0.00401789001701292,-0.00757529125132483,-0.0024201691579991,1.59737263550149,79283.3893630039,0,961532.153186525,0,0,-3.23494737309525e-10,0,0,0,5.81542417963139
127615,7,4.45516530626633,139661,139661.235257755,-0.235257755499333,1228346.16397137,29228.275712143,-19224.3277978912,27859.6313058232,13525.381945435,0,1176957.20280586,0,0,-3.35215807634927e-09,0,0,0,121444.552398048,64472.1282634152,62837.1532631274,-5864.7291284944,0,7.47354626277695,0,0,0,4.45516530626633,-0.00320980162975797,-0.00435231074733567,-0.00135820541851641,1.37406709390905,51388.96116551,0,1176957.20280586,0,0,-3.35215807634927e-09,0,0,0,8.79519811523166
127616,7,3.48227272564188,117439,117438.826963148,0.173036851716461,960505.953130465,22457.6010942165,-14469.1961462812,21968.5553010556,8164.86074317026,0,922350.077193524,0.124329910420378,0.0364013757840096,28.7942130501543,5.10000044350692,0,0,102120.71909839,50396.1457587445,56544.8236224644,-4820.25028281906,0,5.34430085028051,0,0,0,3.48227272564188,-0.00251075252031321,-0.00341136278553484,-0.00106034527634944,1.01891063408163,38121.8209921611,0,922350.077193524,0.124329910420378,0.0364013757840096,28.7942130501543,5.10000044350692,0,0,8.17876474706413
127617,7,6.95562074926248,198374,198373.955242593,0.0447574066056404,782227.299102542,85769.2558340353,-23410.1844418728,40519.2781908987,7524.96770504677,0,669160.762575877,32.2285849531808,9.51250109057734,2225.66179141615,395.816361097304,0,0,172499.091515299,100652.559723015,78701.4786091434,-6854.94681685996,0,20.2526246558523,0,0,0,6.95562074926248,-0.00432835764473371,-0.0110386606422803,-0.00327652324941341,0.584807671137549,110403.317288108,0,669160.762575877,32.2285849531808,9.51250109057734,2225.66179141615,395.816361097304,0,0,3.94319466816489
128159,3,50.3528155347749,1064857,1064856.63457704,0.365422964561731,2317541.43754825,413072.370962587,-257780.835676774,582726.979139275,278832.995768002,1080976.17197198,93582.6297543278,80.3397026807084,30.4254799053915,25161.9133938525,5792.51766997271,0,95065.9293824378,925962.290936553,633199.431730851,361048.429582093,-88206.4161952134,19920.8458188224,142.689177772902,0,50.3528155347749,0,0,-0.00944227201680765,-0.0344194427947423,-0.0138901180608153,26.0956154155323,1016851.51019309,1080976.17197198,93582.6297543278,80.3397026807084,30.4254799053915,25161.9133938525,5792.51766997271,0,95065.9293824378,2.17638747507717
128162,4,147.002206059226,2750421,2750421.48386505,-0.483865048736334,5416123.60874374,2525617.18469636,-1413102.76745172,1944677.91861161,616491.493938078,1333846.69883527,290176.860372966,0,0,1.22454825132441e-10,0,8869.61874785324,109546.60099331,2391670.85553483,1629764.7810265,984578.426886615,-256352.711875917,33680.3594976307,564.053718911036,0,147.002206059226,0,0,-0.035469078604287,-0.0410404096306766,-0.0143943008478376,28.8899983095146,3673683.82979433,1333846.69883527,290176.860372966,0,0,1.22454825132441e-10,0,8869.61874785324,109546.60099331,1.96919802777238
128163,4,96.847801261906,1847507,1847507.1580413,-0.158041304443032,4053122.46657287,1679751.01437336,-961268.917686255,1281190.16461722,330269.998347727,1320758.30972625,191173.939885517,0,0,8.0675527843507e-11,0,1811.79862048278,209436.158688574,1606527.96351418,1087759.57988167,660225.871828239,-168889.958581348,27432.4703856138,357.195278166413,0,96.847801261906,0,0,-0.0233676920074719,-0.0270381890324668,-0.00948323447101064,24.5844589022977,2329942.25965205,1320758.30972625,191173.939885517,0,0,8.0675527843507e-11,0,1811.79862048278,209436.158688574,2.19383334762622
128211,2,64.5122503399712,1031467,1031466.61236965,0.387630349840038,2256327.12671873,1180215.67193772,-727521.168144039,0,0,1417227.889976,125914.510665979,0,0,962.552151670024,120.972937224958,14261.9907525298,245144.706441645,896927.489017087,874445.502736639,0,-0,22481.9862804482,113.844898485974,64.5122503399712,0,0,0,-0.00722234655854581,-0.0042332044236501,-0.00149690136399963,52.293069916025,452694.503793685,1417227.889976,125914.510665979,0,0,962.552151670024,120.972937224958,14261.9907525298,245144.706441645,2.18749327580885
128245,1,21.6512321048037,371828,371827.980024652,0.01997534831753,882903.153770513,154220.7372005,-93163.531572647,0,0,651481.796596193,37231.9257489828,5.63499290625571,2.80608201392827,-1.84266006097042e-09,0,0,133123.784722565,323328.678282306,310092.341718951,0,-0,13236.3365633552,15.9617811303344,21.6512321048037,0,0,0,-0.0025005898382243,-0.00298807291193302,-0.00157724379537361,17.9757534518508,61057.2056278529,651481.796596193,37231.9257489828,5.63499290625571,2.80608201392827,-1.84266006097042e-09,0,0,133123.784722565,2.37449345872423
128251,3,26.8796649819672,640705,640705.337775017,-0.337775016785599,2103166.58031735,183704.590343502,-111935.354955919,261312.566993131,131984.008543746,870947.349254619,682243.808333898,31.4953108111094,10.0768958292203,-6.94685240177542e-10,0,0,84868.0395977312,557135.076326102,386275.166272173,209538.889160903,-53369.5923143214,14690.6132073473,68.7140809801833,0,26.8796649819672,0,0,-0.0163408767637989,-0.0752768724065726,-0.0256955337455836,7.34847824650306,465065.81092446,870947.349254619,682243.808333898,31.4953108111094,10.0768958292203,-6.94685240177542e-10,0,0,84868.0395977312,3.28258181271778
